month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
7/1/2021,Maryland,4337,42,8101,5770,101,12,0,0,1,1,65,78,3,69,11,11,0,0,0,21,0,0,0,0,18623
7/1/2021,Massachusetts,9319,0,6476,3384,1202,299,7,0,0,1,7,11,4,0,1,0,0,0,21,19,3,0,2,0,20756
7/1/2021,Michigan,17537,5011,24053,14844,1998,751,0,0,4,0,23,154,7,64,23,0,0,0,22,10,0,1,1,0,64503
7/1/2021,Minnesota,14849,28279,11686,9964,1177,523,0,0,2,0,145,147,6,68,10,1,0,0,29,26,1,0,3,0,66916
7/1/2021,Mississippi,2176,0,9899,5425,509,383,0,13,2,1,1451,638,2,12,2,0,0,0,13,7,0,1,2,0,20536
7/1/2021,Missouri,3734,0,20008,13122,1936,1104,0,10,10,2,1265,543,11,274,26,1,0,0,34,25,7,5,1,1,42119
7/1/2021,Montana,974,0,3919,4022,271,263,19,5,4,0,342,387,0,34,9,1,0,0,3,5,2,0,0,0,10260
7/1/2021,Nebraska,4351,111,169,1494,26,2,0,0,1,0,3,21,0,22,13,0,0,0,0,0,0,0,0,0,6213
7/1/2021,Nevada,3959,0,5666,2580,427,333,0,0,1,1,172,35,0,1,0,0,0,0,345,120,19,0,0,0,13659
7/1/2021,New Hampshire,916,0,5710,3525,165,0,17,0,1,0,0,9,0,83,10,5,0,0,0,0,0,0,0,0,10441
7/1/2021,New Jersey,0,0,9720,5090,594,0,0,0,0,0,0,0,0,1,0,0,0,0,77,59,7,1,1,0,15550
7/1/2021,New Mexico,913,0,7000,4250,659,368,0,4,4,0,334,227,0,45,0,0,0,0,84,39,0,3,5,0,13935
7/1/2021,New York,3485,2101,10045,14329,2186,256,0,2,0,2,36,32,12,55,65,0,4,1,263,308,41,3,8,1,33235
7/1/2021,North Carolina,36869,40,1670,12991,1243,201,0,10,9,1,1612,1058,7,648,87,9,3,2,9,16,1,0,1,0,56487
7/1/2021,North Dakota,1045,6,1722,2263,133,106,0,0,2,1,63,79,1,7,0,1,0,0,2,3,1,0,0,0,5435
7/1/2021,Ohio,18183,93,22251,13383,1546,955,0,7,2,1,944,339,1,187,98,9,0,0,20,13,1,2,0,6,58041
7/1/2021,Oklahoma,2674,1,12733,7926,1335,827,0,15,7,1,1802,878,4,6,0,1,0,0,36,31,10,0,0,0,28287
7/1/2021,Oregon,5664,659,15698,8712,0,19,1,0,0,0,0,0,0,153,69,0,0,0,0,0,0,0,0,0,30975
7/1/2021,Pennsylvania,31780,0,46698,19944,28,0,462,0,0,0,0,0,0,688,108,0,0,0,0,0,0,0,0,0,99708
7/1/2021,Puerto Rico,0,0,5074,348,57,60,0,0,0,0,41,6,1,0,0,0,0,0,677,69,2,5,0,0,6340
7/1/2021,Rhode Island,0,0,1156,711,85,395,0,0,0,0,1,3,0,5,3,32,0,0,11,4,0,2,0,0,2408
7/1/2021,South Carolina,13346,500,12041,6028,848,428,1,6,1,4,772,259,6,154,10,1,0,0,7,5,3,0,0,0,34420
7/1/2021,South Dakota,1018,10,2333,2735,204,147,0,2,0,0,151,113,1,3,1,1,0,0,13,8,1,0,0,3,6744
7/1/2021,Tennessee,37055,3129,31906,15260,1650,0,0,0,0,0,0,0,0,115,9,1,0,0,0,0,0,0,0,0,89125
7/1/2021,Texas,25470,0,65203,29692,4281,2797,7,64,28,5,5579,2161,68,76,10,1,0,0,56,42,10,0,0,1,135551
7/1/2021,Utah,10989,80271,5015,3872,428,0,0,3,3,0,224,173,1,166,44,39,0,0,0,0,0,0,0,0,101228
7/1/2021,Vermont,0,0,1836,1565,130,90,2,0,2,0,6,14,6,0,0,0,0,0,8,3,0,0,0,0,3662
7/1/2021,Virgin Islands,129,0,61,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,210
7/1/2021,Virginia,366,350,26346,14418,3568,0,0,0,0,0,0,0,0,406,74,3,0,0,0,0,0,0,0,0,45531
7/1/2021,Washington,14277,254,19416,11471,3098,50,38,1,19,2,240,394,33,607,97,19,0,0,382,325,160,0,2,2,50887
7/1/2021,West Virginia,2289,114,5300,5091,329,306,1,2,4,0,684,476,1,11,0,0,0,0,9,8,0,0,0,0,14625
7/1/2021,Wisconsin,27661,790,18964,10888,1156,64,0,0,1,4,122,110,21,162,18,1,0,0,0,7,0,0,0,0,59969
